timestamp (ISO); user_id; trial; target_distance; target_size; movement_time (ms); start_pos_x; start_pos_y; end_pos_x; end_pos_y; click_offset_x; click_offset_y; was_error; pointing_technique; trial_name
2019-05-29T15:00:09; 1; 0; 300; 30; 924; 498; 153; 205; 220; 0; 0; False; True; NH
2019-05-29T15:00:10; 1; 1; 150; 30; 966; 216; 228; 125; 347; 0; 0; False; True; NL
2019-05-29T15:00:11; 1; 2; 300; 30; 720; 141; 346; 433; 264; -3; 0; False; False; PH
2019-05-29T15:00:12; 1; 3; 150; 30; 768; 433; 264; 385; 118; 4; 2; False; False; PL
2019-05-29T15:00:13; 1; 4; 300; 30; 845; 385; 118; 87; 81; 0; 0; False; True; NH
2019-05-29T15:00:13; 1; 5; 150; 30; 777; 93; 102; 239; 135; 0; 0; False; True; NL
2019-05-29T15:00:14; 1; 6; 300; 30; 872; 237; 135; 509; 213; 16; 4; False; False; PH
2019-05-29T15:00:15; 1; 7; 150; 30; 732; 509; 213; 587; 337; 5; 0; False; False; PL
2019-05-29T15:00:16; 1; 8; 300; 30; 838; 587; 337; 756; 319; -10; -236; True; True; NH
2019-05-29T15:00:17; 1; 8; 300; 30; 1567; 587; 337; 745; 82; 0; 0; False; True; NH
2019-05-29T15:00:17; 1; 9; 150; 30; 669; 761; 88; 761; 238; 0; 0; False; True; NL
2019-05-29T15:00:18; 1; 10; 300; 30; 665; 772; 240; 474; 311; 6; 1; False; False; PH
2019-05-29T15:00:19; 1; 11; 150; 30; 748; 474; 311; 518; 160; -5; 6; False; False; PL
2019-05-29T15:00:19; 1; 12; 300; 30; 762; 518; 160; 228; 237; 0; 0; False; True; NH
2019-05-29T15:00:20; 1; 13; 150; 30; 685; 235; 237; 376; 285; 0; 0; False; True; NL
2019-05-29T15:00:21; 1; 14; 300; 30; 794; 385; 282; 568; 45; 1; 0; False; False; PH
2019-05-29T15:00:22; 1; 15; 150; 30; 681; 568; 45; 472; 169; -2; -10; False; False; PL
2019-05-29T15:00:22; 1; 16; 300; 30; 815; 472; 169; 768; 215; 0; 0; False; True; NH
2019-05-29T15:00:23; 1; 17; 150; 30; 829; 754; 215; 767; 65; 0; 0; False; True; NL
2019-05-29T15:00:24; 1; 18; 300; 30; 808; 767; 65; 465; 57; 2; -2; False; False; PH
2019-05-29T15:00:25; 1; 19; 150; 30; 721; 465; 57; 327; 127; 4; -1; False; False; PL
2019-05-29T15:00:26; 1; 20; 300; 30; 821; 327; 127; 142; 363; 0; 0; False; True; NH
2019-05-29T15:00:26; 1; 21; 150; 30; 733; 174; 355; 155; 206; 0; 0; False; True; NL
2019-05-29T15:00:27; 1; 22; 300; 30; 746; 169; 208; 466; 262; -2; 3; False; False; PH
2019-05-29T15:00:28; 1; 23; 150; 30; 789; 466; 262; 319; 223; 2; 0; False; False; PL
2019-05-29T15:00:28; 1; 24; 300; 30; 630; 319; 223; 610; 150; 0; 0; False; True; NH
2019-05-29T15:00:29; 1; 25; 150; 30; 826; 607; 147; 497; 44; 0; 0; False; True; NL
2019-05-29T15:00:30; 1; 26; 300; 30; 662; 496; 48; 319; 278; -11; 3; False; False; PH
2019-05-29T15:00:31; 1; 27; 150; 30; 875; 319; 278; 192; 218; -7; -5; False; False; PL
2019-05-29T15:00:32; 1; 28; 300; 30; 760; 192; 218; 466; 340; 0; 0; False; True; NH
2019-05-29T15:00:32; 1; 29; 150; 30; 705; 478; 337; 416; 199; 0; 0; False; True; NL
2019-05-29T15:00:33; 1; 30; 300; 30; 764; 409; 199; 671; 300; 19; 1; False; False; PH
2019-05-29T15:00:34; 1; 31; 150; 30; 782; 671; 300; 551; 227; -12; 2; False; False; PL
2019-05-29T15:00:35; 1; 32; 300; 30; 854; 551; 227; 253; 268; 0; 0; False; True; NH
2019-05-29T15:00:35; 1; 33; 150; 30; 731; 279; 265; 377; 151; 0; 0; False; True; NL
2019-05-29T15:00:36; 1; 34; 300; 30; 916; 373; 158; 640; 29; 7; 6; False; False; PH
2019-05-29T15:00:37; 1; 35; 150; 30; 847; 640; 29; 754; 123; 7; -5; False; False; PL
2019-05-29T15:00:38; 1; 36; 300; 30; 663; 754; 123; 527; 319; 0; 0; False; True; NH
2019-05-29T15:00:39; 1; 37; 150; 30; 794; 521; 334; 378; 287; 0; 0; False; True; NL
2019-05-29T15:00:39; 1; 38; 300; 30; 776; 386; 289; 572; 51; -1; 1; False; False; PH
2019-05-29T15:00:40; 1; 39; 150; 30; 683; 572; 51; 498; 190; 1; -7; False; False; PL
