timestamp (ISO); user_id; trial; target_distance; target_size; movement_time (ms); start_pos_x; start_pos_y; end_pos_x; end_pos_y; click_offset_x; click_offset_y; was_error; pointing_technique; trial_name
2019-05-29T14:58:02; 1; 0; 300; 30; 1477; 419; 168; 711; 235; 0; 0; False; True; NH
2019-05-29T14:58:03; 1; 1; 150; 30; 991; 717; 233; 582; 298; 0; 0; False; True; NL
2019-05-29T14:58:04; 1; 2; 300; 30; 1047; 585; 292; 280; 264; 6; 1; False; False; PH
2019-05-29T14:58:05; 1; 3; 150; 30; 1012; 280; 264; 382; 150; -3; 0; False; False; PL
2019-05-29T14:58:06; 1; 4; 300; 30; 796; 382; 150; 649; 286; 0; 0; False; True; NH
2019-05-29T14:58:07; 1; 5; 150; 30; 1112; 610; 275; 759; 282; 0; 0; False; True; NL
2019-05-29T14:58:08; 1; 6; 300; 30; 840; 769; 274; 524; 98; 0; 3; False; False; PH
2019-05-29T14:58:08; 1; 7; 150; 30; 802; 524; 98; 567; 247; -4; -4; False; False; PL
2019-05-29T14:58:09; 1; 8; 300; 30; 789; 567; 247; 286; 354; 0; 0; False; True; NH
2019-05-29T14:58:10; 1; 9; 150; 30; 927; 310; 351; 450; 297; 0; 0; False; True; NL
2019-05-29T14:58:11; 1; 10; 300; 30; 1189; 452; 295; 747; 263; 2; -4; False; False; PH
2019-05-29T14:58:12; 1; 11; 150; 30; 1074; 747; 263; 766; 113; -3; 0; False; False; PL
2019-05-29T14:58:13; 1; 12; 300; 30; 869; 766; 113; 602; 364; 0; 0; False; True; NH
2019-05-29T14:58:14; 1; 13; 150; 30; 1047; 595; 356; 445; 369; 0; 0; False; True; NL
2019-05-29T14:58:16; 1; 14; 300; 30; 1196; 445; 346; 520; 51; -2; 3; False; False; PH
2019-05-29T14:58:16; 1; 15; 150; 30; 790; 520; 51; 606; 160; 10; 5; False; False; PL
2019-05-29T14:58:17; 1; 16; 300; 30; 690; 606; 160; 311; 102; 0; 0; False; True; NH
2019-05-29T14:58:18; 1; 17; 150; 30; 795; 328; 100; 457; 175; 0; 0; False; True; NL
2019-05-29T14:58:19; 1; 18; 300; 30; 676; 453; 176; 728; 173; 24; -12; False; False; PH
2019-05-29T14:58:19; 1; 19; 150; 30; 882; 728; 173; 680; 317; -3; -3; False; False; PL
2019-05-29T14:58:20; 1; 20; 300; 30; 807; 680; 317; 539; 52; 0; 0; False; True; NH
2019-05-29T14:58:21; 1; 21; 150; 30; 886; 542; 66; 434; 170; 0; 0; False; True; NL
2019-05-29T14:58:22; 1; 22; 300; 30; 900; 438; 173; 731; 205; 5; -5; False; False; PH
2019-05-29T14:58:23; 1; 23; 150; 30; 856; 731; 205; 725; 55; 3; 0; False; False; PL
2019-05-29T14:58:24; 1; 24; 300; 30; 904; 725; 55; 652; 346; 0; 0; False; True; NH
2019-05-29T14:58:25; 1; 25; 150; 30; 946; 639; 331; 490; 312; 0; 0; False; True; NL
2019-05-29T14:58:26; 1; 26; 300; 30; 797; 500; 306; 227; 351; -22; 7; False; False; PH
2019-05-29T14:58:27; 1; 27; 150; 30; 1154; 227; 351; 190; 209; -21; 3; False; False; PL
2019-05-29T14:58:28; 1; 28; 300; 30; 946; 190; 209; 483; 271; 0; 0; False; True; NH
2019-05-29T14:58:28; 1; 29; 150; 30; 767; 468; 268; 318; 273; 0; 0; False; True; NL
2019-05-29T14:58:30; 1; 30; 300; 30; 1274; 330; 272; 552; 174; 42; -42; True; False; PH
2019-05-29T14:58:30; 1; 30; 300; 30; 2046; 330; 272; 593; 134; 1; -2; False; False; PH
2019-05-29T14:58:31; 1; 31; 150; 30; 706; 593; 134; 466; 211; -1; 0; False; False; PL
2019-05-29T14:58:32; 1; 32; 300; 30; 873; 466; 211; 166; 190; 0; 0; False; True; NH
2019-05-29T14:58:33; 1; 33; 150; 30; 825; 188; 197; 310; 110; 0; 0; False; True; NL
2019-05-29T14:58:34; 1; 34; 300; 30; 808; 321; 112; 498; 359; 0; -4; False; False; PH
2019-05-29T14:58:34; 1; 35; 150; 30; 821; 498; 359; 523; 209; -6; 1; False; False; PL
2019-05-29T14:58:35; 1; 36; 300; 30; 960; 523; 209; 229; 146; 0; 0; False; True; NH
2019-05-29T14:58:36; 1; 37; 150; 30; 902; 239; 161; 150; 282; 0; 0; False; True; NL
2019-05-29T14:58:37; 1; 38; 300; 30; 782; 164; 281; 392; 89; -1; -4; False; False; PH
2019-05-29T14:58:38; 1; 39; 150; 30; 820; 392; 89; 263; 155; -8; -4; False; False; PL
