timestamp (ISO); user_id; trial; target_distance; target_size; movement_time (ms); start_pos_x; start_pos_y; end_pos_x; end_pos_y; click_offset_x; click_offset_y; was_error; pointing_technique; trial_name
2019-05-29T09:01:52; 4; 0; 300; 30; 1109; 419; 190; 701; 269; 6; 3; False; False; PH
2019-05-29T09:01:54; 4; 1; 300; 30; 1151; 701; 269; 449; 105; 0; 0; False; True; NH
2019-05-29T09:01:54; 4; 2; 150; 30; 907; 443; 102; 500; 254; -3; -11; False; False; PL
2019-05-29T09:01:55; 4; 3; 150; 30; 938; 500; 254; 413; 131; 0; 0; False; True; NL
2019-05-29T09:01:56; 4; 4; 300; 30; 1044; 420; 120; 183; 310; 3; -1; False; False; PH
2019-05-29T09:01:58; 4; 5; 300; 30; 1138; 183; 310; 482; 299; 0; 0; False; True; NH
2019-05-29T09:01:59; 4; 6; 150; 30; 1088; 492; 292; 615; 361; 9; 1; False; False; PL
2019-05-29T09:02:00; 4; 7; 150; 30; 1086; 615; 361; 739; 277; 0; 0; False; True; NL
2019-05-29T09:02:01; 4; 8; 300; 30; 1207; 744; 286; 478; 120; 6; 15; False; False; PH
2019-05-29T09:02:02; 4; 9; 300; 30; 1100; 478; 120; 769; 47; 0; 0; False; True; NH
2019-05-29T09:02:03; 4; 10; 150; 30; 1001; 782; 65; 763; 218; -14; -6; False; False; PL
2019-05-29T09:02:05; 4; 11; 150; 30; 1496; 763; 218; 757; 367; 0; 0; False; True; NL
2019-05-29T09:02:05; 4; 12; 300; 30; 924; 761; 356; 470; 292; -2; 1; False; False; PH
2019-05-29T09:02:07; 4; 13; 300; 30; 1125; 470; 292; 236; 103; 0; 0; False; True; NH
2019-05-29T09:02:08; 4; 14; 150; 30; 1268; 234; 94; 390; 107; -6; 2; False; False; PL
2019-05-29T09:02:09; 4; 15; 150; 30; 1077; 390; 107; 242; 80; 0; 0; False; True; NL
2019-05-29T09:02:10; 4; 16; 300; 30; 1161; 232; 72; 312; 358; -2; 3; False; False; PH
2019-05-29T09:02:11; 4; 17; 300; 30; 1115; 312; 358; 47; 217; 0; 0; False; True; NH
2019-05-29T09:02:12; 4; 18; 150; 30; 1103; 47; 208; 154; 323; -4; -5; False; False; PL
2019-05-29T09:02:13; 4; 19; 150; 30; 975; 154; 323; 302; 341; 0; 0; False; True; NL
2019-05-29T09:02:14; 4; 20; 300; 30; 1111; 315; 343; 528; 136; 0; -5; False; False; PH
2019-05-29T09:02:16; 4; 21; 300; 30; 1192; 528; 136; 747; 340; 0; 0; False; True; NH
2019-05-29T09:02:17; 4; 22; 150; 30; 1207; 745; 334; 645; 230; -4; -3; False; False; PL
2019-05-29T09:02:18; 4; 23; 150; 30; 986; 645; 230; 743; 343; 0; 0; False; True; NL
2019-05-29T09:02:19; 4; 24; 300; 30; 1090; 747; 341; 519; 148; -1; 0; False; False; PH
2019-05-29T09:02:20; 4; 25; 300; 30; 1091; 519; 148; 254; 288; 0; 0; False; True; NH
2019-05-29T09:02:21; 4; 26; 150; 30; 1150; 258; 272; 315; 133; 4; 1; False; False; PL
2019-05-29T09:02:22; 4; 27; 150; 30; 947; 315; 133; 376; 270; 0; 0; False; True; NL
2019-05-29T09:02:23; 4; 28; 300; 30; 1087; 375; 278; 83; 210; -1; 5; False; False; PH
2019-05-29T09:02:24; 4; 29; 300; 30; 1092; 83; 210; 364; 312; 0; 0; False; True; NH
2019-05-29T09:02:25; 4; 30; 150; 30; 978; 360; 319; 253; 226; -2; -9; False; False; PL
2019-05-29T09:02:26; 4; 31; 150; 30; 906; 253; 226; 345; 344; 0; 0; False; True; NL
2019-05-29T09:02:27; 4; 32; 300; 30; 1023; 339; 340; 452; 57; -5; 2; False; False; PH
2019-05-29T09:02:28; 4; 33; 300; 30; 1088; 452; 57; 271; 296; 0; 0; False; True; NH
2019-05-29T09:02:29; 4; 34; 150; 30; 1154; 271; 285; 416; 318; 1; 0; False; False; PL
2019-05-29T09:02:30; 4; 35; 150; 30; 895; 416; 318; 418; 168; 0; 0; False; True; NL
2019-05-29T09:02:31; 4; 36; 300; 30; 1115; 418; 174; 116; 153; 2; 5; False; False; PH
2019-05-29T09:02:33; 4; 37; 300; 30; 1148; 116; 153; 399; 250; 0; 0; False; True; NH
2019-05-29T09:02:34; 4; 38; 150; 30; 1140; 387; 256; 258; 179; 0; 2; False; False; PL
2019-05-29T09:02:35; 4; 39; 150; 30; 1389; 258; 179; 314; 39; 0; 0; False; True; NL
